DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
2/1/2024,2022,20230656,50938,18,"ABBYVILLE, CITY OF",PO BOX 100,ABBYVILLE,Reno,KS,67510,P O BOX 100,ABBYVILLE,,KS,67510,Natural Gas,KS,Municipal Owned,0,0,0,3,0,0,0,0,0,0,3,0,0,0,55,1,0,0,0,0,0,56,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,55,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,,Mindy Iverson,agent,(620) 286-5643,(620) 500-5758,cityofabbyville@hotmail.com,INITIAL,3/6/2023,3/6/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230299,49739,27,ABITA SPRINGS NAT GAS & WATER,222 Highway 19,SLAUGHTER,,LA,70777-3521,"22161 LEVEL STREET, PO BOX 461",ABITA SPRINGS,,LA,70420,Natural Gas,LA,Municipal Owned,0,0,0,26,2.21,0,0,0,0,0,28.21,0,0,0,511,484,0,0,0,0,0,995,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,28.21,0,0,0,28.21,30,0,511,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,3,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,992,3,0,0,0,995,0,0,0,0,0,0,0,0,28,0,0.21,28.21,0,0,0,0,0,0,0,0,852,66,77,995,,,2,,,,,,,1,1,1,,,,,,,2,,,,,,,1,1,1,,,,,0,0,0,3.9,3,1,0,2,0,1047,27,133,0,25,,Kaylan A. Ewing,Consultant,(225) 286-5650,(000) 000-0000,kewing.pip@gmail.com,INITIAL,2/15/2023,2/15/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20231215,51920,45,"ADAIRSVILLE, CITY OF",2369 Hall Station Rd NW,Adairsville,Bartow,GA,30103,116 PUBLIC SQUARE,ADAIRSVILLE,,GA,30103,Natural Gas,GA,Municipal Owned,0,0,0,30.06,86.06,0,0,0,0,0,116.12,0,0,0,1,1878,0,0,0,0,0,1879,0,10.16,9.92,9.98,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,18.77,2.69,0,0,86.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,74.76,28.69,12.67,0,0,116.12,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,35,12,1,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1831,35,12,1,0,1879,0,0,0,0,3.44,6,9,8.98,31,54.95,2.75,116.12,4,0,0,0,47,72,356,283,671,245,201,1879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,1,,1,,,1815,68,1292,0,2,"This report prepared by: Maurice Chaney Municipal Gas Authority of Georgia104 Town Park Dr. Kennesaw, Ga. 30144 The miles of main and number of services was due to the completion of a visual count during a leak survey of the entire system performed in 2022.This report was compiled from information supplied by: Steve Smith Gas Systems Manager, City of Adairsville",MAURICE CHANEY,Consultant,(770) 851-3094,(678) 819-0957,mchaney@gasauthority.com,INITIAL,3/15/2023,3/15/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230639,50880,49,TOWN OF ADAMSVILLE GAS DEPT,203 Sunrise Drive 231 East Main Street,Adamsville,McNairy,TN,38310,231 EAST MAIN STREET P O BOX 301,ADAMSVILLE,,TN,38310,Natural Gas,TN,Municipal Owned,,,,92.359,78.876,0,0,0,0,0,171.235,,,,719,1352,0,0,0,0,0,2071,0,66.359,15,11,0,0,92.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.576,0.3,5,0,0,78.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,139.935,15.3,16,0,0,171.235,90,0,703,9,7,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,1,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2054,10,7,0,0,2071,126,0,0,0,0,0,0,0,0,45.141,0.189,171.33,1710,0,0,0,0,0,0,0,0,327,27,2064,0,0,3,0,0,0,0,0,0,0,12,3,0,12,0,0,0,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,5.42,15,2,5,8,0,963,7,671,3,8,We have stopped using the radio read transponders all together. All Natural Meters are now being read manually. This has been effective for right at 4 months now.,Scott Klinck,Publc Works Director,(731) 632-4214,(000) 000-0000,scottklinck@yahoo.com,INITIAL,3/6/2023,3/6/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230289,49693,54,"ADEL GAS DEPT, CITY OF",P.O. Box 1530,Adel,Cook,GA,31620,P.O. BOX 1530,ADEL,,GA,31620,Natural Gas,GA,Municipal Owned,,,,29.28,29.11,0,0,0,0,0,58.39,,,,306,463,0,0,0,0,0,769,0,19.78,6,3.5,0,0,29.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.79,10.32,0,0,29.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.78,17.79,13.82,0,0,58.39,100,0,303,3,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,766,3,0,0,0,769,0,0,0,0,0,15,4,4,0,6.5,28.81,58.31,0,0,0,0,0,108,181,112,173,189,6,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,3,102,0,2,,Peter Schultz,agent,(229) 834-6246,(000) 000-0000,peterschultzharpassociates@yahoo.com,INITIAL,2/14/2023,2/14/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20231432,53557,81,"AGUILAR, TOWN OF",101 W MAIN STREET,AGUILAR,,CO,81020,101 W. MAIN (POB 538),AGUILAR,,CO,81020,Natural Gas,CO,Municipal Owned,0,0,0,8,0.25,0,0,0,0,0,8.25,0,0,0,234,38,0,0,0,0,0,272,0,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.25,1,0,0,0,8.25,90,0,234,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,272,0,0,0,0,272,0,0,0,0,8,0,0,0.25,0,0,0,8.25,0,0,0,0,0,0,0,234,0,0,38,272,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,,0,1,272,0,0,,Tyra Avila,Administrator,(719) 941-4360,(719) 941-4395,aguilartownclerk@gmail.com,INITIAL,6/29/2023,6/29/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20231023,52717,180,SPIRE ALABAMA INC.,2101 6TH AVENUE NORTH,BIRMINGHAM,,AL,35203,605 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,,AL,35203,Natural Gas,AL,Investor Owned,289.32,337.76,170.68,4487.14,5771.2,300.4,0.1,0,44.6,0,11401.2,26145,2136,70177,117901,290380,0,0,1002,0,0,507741,3.4,2748.2,1490.1,846.8,184,12.4,5284.9,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.5,47.6,120.5,99.6,15.4,16.8,300.4,0,0,0,0,0,0,0,8.2,3596.7,1632.6,530.8,2.9,0,5771.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,14.6,1.4,0,0,0,44.6,,0,0,0,0,0,0,0,40.7,6407.1,3244.6,1477.2,202.4,29.2,11401.2,134,140998,72841,610,1485,345,80,216359,0,0,0,0,0,0,0,0,1002,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263892,24914,1501,73,0,290380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,140998,337735,25524,2986,418,80,507741,467.1,173.2,222.5,1582.1,1533.2,1238.1,1273.4,1828.8,1475.9,1238.8,368.1,11401.2,120956,0,0,34727,52410,50948,49246,70259,51079,61614,16502,507741,224,56,263,5,202,17,13,10,469,236,1459,232,758,549,84,66,63,27,259,5,81,9,10,3,314,172,1422,215,539,370,59,47,311,467,2,1.63,1722,389,678,655,0,255471,6157,175336,1,154,This supplemental report is to correct the number of excavation damages and the miles of main from what was initially reported. There were system query and data issues in the internal reports that were discovered after the initial report was submitted.,Justin Monroe,,(205) 572-2928,(000) 000-0000,justin.monroe@spireenergy.com,SUPPLEMENTAL,3/14/2023,4/28/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230825,51240,207,ALASKA PIPELINE CO,401 E. INTERNATIONAL AIRPORT RD,ANCHORAGE,,AK,99518,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,,AK,99519,Natural Gas,AK,Privately Owned,0,0,0,53.64,0,0,0,0,0,0,53.64,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.56,45.3,5.74,0,53.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.04,2.56,45.3,5.74,0,53.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.77,1.84,2.99,2.06,0.34,0.64,0,53.64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15,0,0,0,0,,Rusty Allen,Engineering Supervisor,(907) 334-7765,(000) 000-0000,rusty.allen@enstarnaturalgas.com,INITIAL,3/9/2023,3/9/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230215,49578,225,ALBANY MUNICIPAL GAS CO,106 E Clay Street,Albany,,MO,64402,106 EAST CLAY STREET,ALBANY,,MO,64402,Natural Gas,MO,Municipal Owned,0,0,0,20,7,0,0,0,0,0,27,0,0,0,606,303,0,0,0,0,0,909,0,14,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.75,6.25,3,0,0,27,60,0,597,9,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,8,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,892,17,0,0,0,909,0,0,0,0,17,3,1,0,1.5,4.5,0,27,0,0,0,0,589,127,29,55,35,65,9,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,0,0,0,284,2,55,1,4,,Steven Adams,operator,(660) 726-3935,(660) 726-5823,gas@albanymo.net,INITIAL,2/8/2023,2/8/2023,7100.1-1 (Rev. 05-2021)
2/1/2024,2022,20230640,50885,234,ALBANY WATER GAS & LIGHT COMMISSION,916 North Front Street,Albany,,GA,31703,916 NORTH FRONT ST,ALBANY,,GA,31703,Natural Gas,GA,Municipal Owned,0,0,0,398.042,21.873,0,0,0,0,0,419.915,0,0,0,16572,176,0,0,0,0,0,16748,0,256.162,89.88,47,5,0,398.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.683,6.82,8.37,0,0,21.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,262.845,96.7,55.37,5,0,419.915,100,0,16449,105,16,2,0,16572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,9,1,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16615,114,17,2,0,16748,289.954,0,0,0,0,54.38,27,21,5,20.211,2.31,419.855,16565,0,0,0,0,0,0,0,0,102,81,16748,1,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.9,11,0,,11,,6260,20,159,2,6,All information reported was provided by Albany Staff.,Chris Welborn,Agent,(678)739-6731,,cwelborn@gasauthority.com,SUPPLEMENTAL,3/6/2023,3/6/2023,7100.1-1 (Rev. 05-2021)
