"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2012,20130456,26476,3,ACADIAN GAS PIPELINE SYSTEM,1100 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,LOUISIANA,16.4,,,,0,,,,16.4,,,,682858,0,0,0,0,0,,,,,,,,No,11.6,710.8,0,0,0,0,0,0,0,722.4,0,0,0,0,0,0,0,0,0,0,11.6,710.8,0,0,0,0,0,0,0,722.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,710.8,0,0,0,0,0,0,0,722.4,INITIAL,6/7/13,6/7/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131023,27094,21,ACACIA NATURAL GAS CORP,333 W. SHERIDAN AVE,OKLAHOMA CITY,OK,73102,Natural Gas,,TEXAS,0.3,,,,0,,,,0.3,,,,261319.3,,,,,,,,,,,,,No,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,INITIAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131003,27073,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Hydrogen Gas,"LOUISIANA, TEXAS","CALIFORNIA, KANSAS, OHIO, TEXAS",11.81,,,,0,,,,11.81,,,,,,,181198,,,,,,,,,,No,0.15,608.11,0,0,0,0,0,0,0,608.26,0,0,0,0,0,0,0,0,0,0,0.15,608.11,0,0,0,0,0,0,0,608.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,608.11,0,0,0,0,0,0,0,608.26,INITIAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130656,26694,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Carbon Monoxide (CO),,TEXAS,2.6,,,,0,,,,2.6,,,,,,,,,12545,,,,,,,,No,0,91.98,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,91.98,INITIAL,6/12/13,6/12/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130673,26712,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Fuel Gas,,LOUISIANA,0.93,,,,0,,,,0.93,,,,,,,,,0,,,,,,,,No,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,INITIAL,6/13/13,6/13/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130644,26681,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Synthetic Gas,,TEXAS,1.71,,,,0,,,,1.71,,,,,,1486,,,,,,,,,,,No,0,22.77,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,22.77,INITIAL,6/12/13,6/12/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130131,26089,144,AJAX PIPELINE CO,P.O. Box 6190,CHARLESTON,WV,25362,Natural Gas,,WEST VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,10,0,1,0,0,0,0,9,0,0,10,INITIAL,3/25/13,3/25/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130847,27018,180,ALABAMA GAS CORPORATION,605 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,AL,35203,Natural Gas,,ALABAMA,24.97,,,,0,,,,24.97,,,,,,,,,,,,,,,,,Yes,0,239,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,239,SUPPLEMENTAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130814,26862,189,"AMERICAN MIDSTREAM (ALATENN), LLC","1614 15TH STREET, SUITE 300",DENVER,CO,80202,Natural Gas,"ALABAMA, MISSISSIPPI, TENNESSEE",,21.13,,,,0,,,,21.13,,,,16635.064,,,,,,,,,,,,,No,0,294.9,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,294.9,INITIAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131017,27088,207,ALASKA PIPELINE CO,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,AK,99519,Natural Gas,,ALASKA,34.285,,,,0,,,,34.285,,,,20762.426,,,,,,7333.575,,,,,,,No,0,437.248,0,0,0,0,0,0,0,437.248,0,17.19,0,0,0,0,0,0,0,17.19,0,454.438,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,454.438,INITIAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131031,30242,288,ALGONQUIN GAS TRANSMISSION CO (SPECTRA ENERGY CORP),5400 Westheimer Court,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, RHODE ISLAND",,324.15,,,,2.16,,,,326.31,,,,665611,,,,,,0,,,,,,,No,0,1081.52,0,0,0,0,0,0,0,1081.52,0,46.15,0,0,0,0,0,0,0,46.15,0,1127.67,0,0,0,0,0,0,0,1127.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127.67,0,0,0,0,0,0,0,1127.67,SUPPLEMENTAL,6/15/13,4/21/15,7100.2-1 (Rev. 10-2014)
8/1/22,2012,20131202,27465,383,AMARILLO NATURAL GAS INC,2915 I-40 West,AMARILLO,TX,79109,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,15.3,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,15.3,INITIAL,12/17/13,12/17/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130424,26437,386,HESS CORP,1501 MCKINNEY STREET,HOUSTON,TX,77002,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,2928.6,,,,,,,,,,,,,No,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,6.4,INITIAL,6/5/13,6/5/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131058,27357,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","1515 Arapahoe St, Tower 1, Suite 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,98842,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,29.2,0,37.8,0,0,0,0,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,67,0,67,0,0,0,0,0,0,0,67,SUPPLEMENTAL,6/15/13,8/22/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131067,27344,405,ANR PIPELINE CO,717 TEXAS STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",,349.18,,,,0,,,,349.18,,,,1326901.194,,,,,,161932.74,,,,,,,No,0,9395.48,0,0,0,0,0,0,0,9395.48,0,589.6,0,0,0,0,0,0,0,589.6,0,9985.08,0,0,0,0,0,0,0,9985.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985.08,0,0,0,0,0,0,0,9985.08,SUPPLEMENTAL,6/16/13,8/20/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130368,27227,473,ANADARKO PETROLEUM CORP,1201 Lake Robbin Dr.,Woodlands,TX,77380,Natural Gas,WYOMING,"COLORADO, KANSAS, OKLAHOMA, PENNSYLVANIA, TEXAS, UTAH, WYOMING",3.17,,,,0,,,,3.17,,,,189238070,,,,,,,,,,,,,No,15,676.23,0,0,0,0,0,0,0,691.23,0,0,0,0,0,0,0,0,0,0,15,676.23,0,0,0,0,0,0,0,691.23,0,221.5,0,0,0,0,107,0,0,328.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.5,0,0,0,0,107,0,0,328.5,15,897.73,0,0,0,0,107,0,0,1019.73,SUPPLEMENTAL,5/31/13,6/27/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130233,26203,515,DAKOTA GASIFICATION COMPANY,1717 East Interstate Avenue,BEULAH,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,2.33,,,,0,,,,2.33,,,,,,45333,,,,,,,,,,,No,0,37,0,0.33,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,37,0,0.33,0,0,0,0,0,37.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.33,0,0,0,0,0,37.33,INITIAL,4/18/13,4/18/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130549,26576,570,ARCO WESTERN GAS PIPE LINE CO,150 W. WARRENVILLE RD,NAPERVILLE,IL,60563,Natural Gas,,WASHINGTON,2,,,,0,,,,2,,,,13455,0,0,0,0,0,,,,,,0,,No,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,INITIAL,6/11/13,6/11/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130142,26100,585,ARGYLE MUNICIPAL GAS SYSTEM,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,,,,0,,,,0,,,,,,,,,,,,,,,,,Yes,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,3/26/13,3/26/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130622,27438,602,"ENABLE GAS TRANSMISSION, LLC",1111 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,91.67,,,,0,,,,91.67,,,,1143552,,,,,,,,,,,,,No,206.833,5743.75,9.653,7.876,0,0,25.229,0,0,5993.341,0,0,0,0,0,0,0,0,0,0,206.833,5743.75,9.653,7.876,0,0,25.229,0,0,5993.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.833,5743.75,9.653,7.876,0,0,25.229,0,0,5993.341,SUPPLEMENTAL,6/12/13,11/21/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130660,26698,603,CENTERPOINT ENERGY RESOURCES CORP.,1111 Louisiana St.,SHREVEPORT,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",12.07,,,,0,,,,12.07,,,,,,,,,,,,,,,,,Yes,0,155.39,0,0,0,0,0,0,0,155.39,0,0,0,0,0,0,0,0,0,0,0,155.39,0,0,0,0,0,0,0,155.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.39,0,0,0,0,0,0,0,155.39,INITIAL,6/12/13,6/12/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130416,26428,621,ARKANSAS OKLAHOMA GAS CORP,115 NORTH 12TH ST,FORT SMITH,AR,72901,Natural Gas,,"ARKANSAS, OKLAHOMA",5.12,,,,0,,,,5.12,,,,,,,,,,,,,,,,,Yes,34.3,174.8,0,0,0,0,0,0,0,209.1,0,0,0,0,0,0,0,0,0,0,34.3,174.8,0,0,0,0,0,0,0,209.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,174.8,0,0,0,0,0,0,0,209.1,INITIAL,6/5/13,6/5/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130771,26817,630,SOURCEGAS ARKANSAS INC.,"600 12TH STREET, SUITE 300",GOLDEN,CO,80401,Natural Gas,,ARKANSAS,19.85,,,,0,,,,19.85,,,,,,,,,,,,,,,,,Yes,62.353,695.847,58.919,0,0,0,0,0,0,817.119,0,0,0,0,0,0,0,0,0,0,62.353,695.847,58.919,0,0,0,0,0,0,817.119,0,0,0,0,0,0,0,0,0,0,0,27.009,0,0,0,0,0,0,0,27.009,0,0,0,0,0,0,0,0,0,0,0,27.009,0,0,0,0,0,0,0,27.009,62.353,722.856,58.919,0,0,0,0,0,0,844.128,INITIAL,6/13/13,6/13/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20142382,28750,660,"ARLINGTON GAS PIPELINE CO, LP",P.O. BOX 2287,MADISON,MS,39130,Natural Gas,MISSISSIPPI,,12,,,,0,,,,12,,,,,,,,,,,,,,,,,No,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,INITIAL,4/2/14,4/2/14,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131015,27086,792,ATLANTA GAS LIGHT CO,"10 Peachtree Place NE, Atlanta",ATLANTA,GA,30309,Natural Gas,,GEORGIA,449.8,,,,0,,,,449.8,,,,,,,,,,,,,,,,,Yes,24.9,1010.2,0,0,0,0,6.3,0,0,1041.4,0,0,0,0,0,0,0,0,0,0,24.9,1010.2,0,0,0,0,6.3,0,0,1041.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,1010.2,0,0,0,0,6.3,0,0,1041.4,INITIAL,6/14/13,6/14/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20130490,26516,840,MOJAVE PIPELINE OPERATING COMPANY,1001 LOUISIANA ST,HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,8.57,,,,0,,,,8.57,,,,725102,,,,,,,,,,,,,No,0,561.53,0,0,0,0,0,0,0,561.53,0,0,0,0,0,0,0,0,0,0,0,561.53,0,0,0,0,0,0,0,561.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.53,0,0,0,0,0,0,0,561.53,INITIAL,6/10/13,6/10/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131182,27403,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"3535 WEST 12TH STREET, P.O. BOX  3047",HOUSTON,TX,77253,Hydrogen Gas,,"LOUISIANA, TEXAS, WASHINGTON",6.32,,,,0,,,,6.32,,,,,,,,,,,,,,,,,No,0,320.31,0,0,0,0,0,0,0,320.31,0,0,0,0,0,0,0,0,0,0,0,320.31,0,0,0,0,0,0,0,320.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.31,0,0,0,0,0,0,0,320.31,INITIAL,10/6/13,10/6/13,7100.2-1 (Rev. 12-2012)
8/1/22,2012,20131177,27396,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,"3535 WEST 12TH STREET, P.O. BOX  3047",HOUSTON,TX,77253,Natural Gas,,TEXAS,0,,,,0,,,,0,,,,,,,,,,,,,,,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,INITIAL,9/22/13,9/22/13,7100.2-1 (Rev. 12-2012)
