"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2013,20141478,27777,3,ACADIAN GAS PIPELINE SYSTEM,1100 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,LOUISIANA,13.875,,,,0,,,,13.875,,,,544460,,,,,,,,,,,,,No,0.004,706.986,0,0,0,0,0,0,0,706.99,0,0,0,0,0,0,0,0,0,0,0.004,706.986,0,0,0,0,0,0,0,706.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,706.986,0,0,0,0,0,0,0,706.99,INITIAL,2/28/14,2/28/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142217,28560,21,"ACACIA NATURAL GAS, L.L.C.",333 W. SHERIDAN AVE,OKLAHOMA CITY,OK,73102,Natural Gas,,TEXAS,0.3,,,,0,,,,0.3,,,,266674,,,,,,,,,,,,,No,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142183,28522,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Hydrogen Gas,"LOUISIANA, TEXAS","CALIFORNIA, KANSAS, OHIO, TEXAS",16.61,,,,0,,,,16.61,,,,,,,215629.2,,,,,,,,,,No,0.15,612.2,0,0,0,0,0,0,0,612.35,0,0,0,0,0,0,0,0,0,0,0.15,612.2,0,0,0,0,0,0,0,612.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,612.2,0,0,0,0,0,0,0,612.35,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20141819,28138,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Carbon Monoxide,,TEXAS,1.95,,,,0,,,,1.95,,,,,,,,,12436,,,,,,,,No,0,91.98,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.98,0,0,0,0,0,0,0,91.98,INITIAL,3/12/14,3/12/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20141822,28141,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Fuel Gas,,LOUISIANA,0.29,,,,0,,,,0.29,,,,,,,,,0,,,,,,,,No,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,INITIAL,3/12/14,3/12/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142011,28341,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Synthetic Gas,,TEXAS,1.88,,,,0,,,,1.88,,,,,,5084,,,,,,,,,,,No,0,22.77,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.77,0,0,0,0,0,0,0,22.77,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142140,28476,180,ALABAMA GAS CORPORATION,605 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,AL,35203,Natural Gas,,ALABAMA,24.69,,,,0,,,,24.69,,,,,,,,,,,,,,,,,Yes,0,224.03,0,0,0,0,0,0,0,224.03,0,0,0,0,0,0,0,0,0,0,0,224.03,0,0,0,0,0,0,0,224.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.03,0,0,0,0,0,0,0,224.03,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142233,28576,189,"AMERICAN MIDSTREAM (ALATENN), LLC","1400 16TH STREET, SUITE 310",DENVER,CO,80202,Natural Gas,"ALABAMA, MISSISSIPPI, TENNESSEE",,21.13,,,,0,,,,21.13,,,,19284.317,,,,,,,,,,,,,No,0,294.9,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.9,0,0,0,0,0,0,0,294.9,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20142157,28493,207,ALASKA PIPELINE CO,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,AK,99519,Natural Gas,,ALASKA,34.124,,,,0,,,,34.124,,,,19166.712,,,,,,,,,,,,,No,0,454.438,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.438,0,0,0,0,0,0,0,454.438,INITIAL,3/14/14,3/14/14,7100.2-1 (Rev. 12-2012)
8/1/22,2013,20141919,28242,288,ALGONQUIN GAS TRANSMISSION CO (SPECTRA ENERGY CORP),5400 Westheimer Court,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, RHODE ISLAND",,323.33,,,,2.75,,,,326.08,,,,663971,,,,,,,,,,,,,No,0,1082.48,0,0,0,0,0,0,0,1082.48,0,47.08,0,0,0,0,0,0,0,47.08,0,1129.56,0,0,0,0,0,0,0,1129.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.56,0,0,0,0,0,0,0,1129.56,INITIAL,3/13/14,3/13/14,7100.2-1 (Rev. 12-2012)
