"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2021,20220957,40821,3,ACADIAN GAS PIPELINE SYSTEM,1100 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,LOUISIANA,26.963,145.719,37.639,1183.808,0,0,0,0,26.963,145.719,37.639,1183.808,639473,,,,,,,,,,,,,No,0,1394.129,0,0,0,0,0,0,0,1394.129,0,0,0,0,0,0,0,0,0,0,0,1394.129,0,0,0,0,0,0,0,1394.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.129,0,0,0,0,0,0,0,1394.129,INITIAL,3/14/22,3/14/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221084,40953,117,AIR PRODUCTS & CHEMICALS INC,1940 AIR PRODUCTS BLVD,ALLENTOWN,PA,18106,Hydrogen Gas,"LOUISIANA, TEXAS","CALIFORNIA, OHIO, TEXAS",19.16,55.58,69.05,416.25,0,0,0,0,19.16,55.58,69.05,416.25,,,,294797.81,,,,,,,,,,No,0,560.07,0,0,0,0,0,0,0,560.07,0,0,0,0,0,0,0,0,0,0,0,560.07,0,0,0,0,0,0,0,560.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.07,0,0,0,0,0,0,0,560.07,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221082,40951,117,AIR PRODUCTS & CHEMICALS INC,1940 AIR PRODUCTS BLVD,ALLENTOWN,PA,18106,Other Gas-Carbon Monoxide,,TEXAS,1.84,6.65,25.97,55.42,0,0,0,0,1.84,6.65,25.97,55.42,,,,,,11445.6,,,,,,,Carbon Monoxide,No,0,89.88,0,0,0,0,0,0,0,89.88,0,0,0,0,0,0,0,0,0,0,0,89.88,0,0,0,0,0,0,0,89.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.88,0,0,0,0,0,0,0,89.88,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221081,40950,117,AIR PRODUCTS & CHEMICALS INC,1940 AIR PRODUCTS BLVD,ALLENTOWN,PA,18106,Other Gas-Fuel Gas,LOUISIANA,,0.58,0.16,2.07,7.18,0,0,0,0,0.58,0.16,2.07,7.18,,,,,,0,,,,,,,Fuel Gas,No,0,9.99,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,9.99,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221080,40949,117,AIR PRODUCTS & CHEMICALS INC,1940 AIR PRODUCTS BLVD,ALLENTOWN,PA,18106,Synthetic Gas,,TEXAS,1.45,4.95,6.95,8.76,0,0,0,0,1.45,4.95,6.95,8.76,,,1651.34,,,,,,,,,,,No,0,22.11,0,0,0,0,0,0,0,22.11,0,0,0,0,0,0,0,0,0,0,0,22.11,0,0,0,0,0,0,0,22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.11,0,0,0,0,0,0,0,22.11,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221168,41096,180,SPIRE ALABAMA INC.,605 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,AL,35203,Natural Gas,,ALABAMA,27.66,41.65,31.857,121.353,0,0,0,0,27.66,41.65,31.857,121.353,,,,,,,,,,,,,,Yes,0,222.521,0,0,0,0,0,0,0,222.521,0,0,0,0,0,0,0,0,0,0,0,222.521,0,0,0,0,0,0,0,222.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.521,0,0,0,0,0,0,0,222.521,SUPPLEMENTAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20221164,41038,189,"BBT ALATENN, LLC","BLACK BEAR TRANSMISSION, LLC 1501 MCKINNEY, SUITE 800",HOUSTON,TX,77010,Natural Gas,"ALABAMA, MISSISSIPPI, TENNESSEE",,13.171,24.109,32.231,227.036,0,0,0,0,13.171,24.109,32.231,227.036,56088,,,,,,,,,,,,,No,0,296.547,0,0,0,0,0,0,0,296.547,0,0,0,0,0,0,0,0,0,0,0,296.547,0,0,0,0,0,0,0,296.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.547,0,0,0,0,0,0,0,296.547,INITIAL,3/15/22,3/15/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220394,40237,207,ALASKA PIPELINE CO,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,AK,99519,Natural Gas,,ALASKA,40.091,76.267,33.113,238.188,0,0,0,0,40.091,76.267,33.113,238.188,,,,,,,,,,,,,,Yes,0,387.661,0,0,0,0,0,0,0,387.661,0,0,0,0,0,0,0,0,0,0,0,387.661,0,0,0,0,0,0,0,387.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.661,0,0,0,0,0,0,0,387.661,INITIAL,3/3/22,3/3/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220103,39934,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF","2021 INDUSTRIAL PARK RD., BLDG A",ALEXANDRIA,LA,71302,Natural Gas,,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,2661,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,2/3/22,2/3/22,7100.2-1 (Rev. 10-2021)
08/01/22,2021,20220859,40719,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",5400 WESTHEIMER COURT,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, OCS-Atlantic, RHODE ISLAND",,354.09,300.95,45.49,421.08,0,0,0,9.57,354.09,300.95,45.49,430.65,731159,,,,,,,,,,,,,No,0,1121.61,0,0,0,0,0,0,0,1121.61,0,9.57,0,0,0,0,0,0,0,9.57,0,1131.18,0,0,0,0,0,0,0,1131.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131.18,0,0,0,0,0,0,0,1131.18,INITIAL,3/14/22,3/14/22,7100.2-1 (Rev. 10-2021)
