"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
4/1/2024,2022,20230126,20031,117,AIR PRODUCTS & CHEMICALS INC,1940 AIR PRODUCTS BLVD,ALLENTOWN,PA,18106,,CO2,,TEXAS,,12.91,12.91,,,,,,71822.000,,,,,0,12.91,0,0,0,0,12.91,0,0,0,0,0,0,0,0,12.91,0,0,0,0,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,0,12.91,0,0,0,12.91,12.91,0,INITIAL,5/18/23,5/18/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230350,20762,300,"PLAINS PIPELINE, L.P.","333 CLAY STREET, SUITE 1900",HOUSTON,TX,77002,,Crude Oil,"ALABAMA, ARKANSAS, COLORADO, ILLINOIS, KANSAS, LOUISIANA, MISSISSIPPI, MONTANA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TENNESSEE, TEXAS, WYOMING","ARKANSAS, CALIFORNIA, LOUISIANA, MISSISSIPPI, MONTANA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TEXAS, WYOMING",,1516.98,1516.98,,,,,,,384133843452.000,,,,170.8,7202.11,0,0,0,1036.62,8409.53,0,0,0,0,0,0,0,170.8,7202.11,0,0,0,1036.62,8409.53,0,0,0,0,56.44,56.44,0,580.19,580.19,0,196.21,196.21,0,390.22,390.22,217.64,0,217.64,66.11,0,66.11,470.75,0,470.75,368.2,0,368.2,3844.33,0,3844.33,17.33,0,17.33,6207.42,4984.36,1223.06,SUPPLEMENTAL,6/13/23,2/21/24,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230349,20263,300,"PLAINS PIPELINE, L.P.","333 CLAY STREET, SUITE 1900",HOUSTON,TX,77002,,HVL,MICHIGAN,"CALIFORNIA, TEXAS",,40.6,40.6,,,,,,,,,55112061.000,,0,120.24,0,0,0,7.14,127.38,0,0,0,0,0,0,0,0,120.24,0,0,0,7.14,127.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,48.06,0,48.06,2.67,0,2.67,50.74,50.74,0,INITIAL,6/13/23,6/13/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230155,20064,395,AMOCO OIL CO,30 S. WACKER DRIVE,CHICAGO,IL,60606,,Refined and/or Petroleum Product (non-HVL),"ILLINOIS, INDIANA, IOWA, MICHIGAN, MINNESOTA, MISSOURI",,,417.10,417.10,,,,,,,,,,12164879762.000,0,1152.2,0,0,0,0,1152.2,0,0,0,0,0,0,0,0,1152.2,0,0,0,0,1152.2,0,0,0,0,0,0,0,15,15,0,0,0,0,0.9,0.9,0.6,0.9,1.5,18.4,0,18.4,58.6,0,58.6,5,0,5,1.4,0,1.4,0,0,0,100.8,84,16.8,INITIAL,5/25/23,5/25/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230641,20565,473,"WESTERN MIDSTREAM PARTNERS, LP",9950 WOODLOCH FOREST DR SUITE 2800,THE WOODLANDS,TX,77380,,Crude Oil,,"COLORADO, TEXAS, WYOMING",,77.99,77.99,,,,,,,6205505867.000,,,,0,498.24,0,0,0,0,498.24,0,0,0,0,0,0,0,0,498.24,0,0,0,0,498.24,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,28.2,0,0,0,0,0,0,0,0,0,0,0,0,447.19,0,447.19,22.85,0,22.85,498.24,470.04,28.2,INITIAL,6/15/23,6/15/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230640,20564,473,"WESTERN MIDSTREAM PARTNERS, LP",9950 WOODLOCH FOREST DR SUITE 2800,THE WOODLANDS,TX,77380,,HVL,,"COLORADO, TEXAS, UTAH, WYOMING",,15.98,15.98,,,,,,,,,232656714.000,,0,229.1,0,0,0,0,229.1,0,0,0,0,0,0,0,0,229.1,0,0,0,0,229.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,6.1,0,6.1,17.5,0,17.5,165.7,0,165.7,37,0,37,229.8,229.8,0,INITIAL,6/15/23,6/15/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230375,20291,515,DAKOTA GASIFICATION COMPANY,DAKOTA GASIFICATION COMPANY 1717 EAST INTERSTATE AVENUE,BISMARCK,ND,58503-0564,,CO2,NORTH DAKOTA,,,32.9,32.9,,,,,,1805685170.000,,,,,0,167.04,0,0,0,0,167.04,0,0,0,0,0,0,0,0,167.04,0,0,0,0,167.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.86,0,160.86,0,0,0,0.27,0,0.27,0,0,0,161.13,161.13,0,INITIAL,6/13/23,6/13/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230286,20197,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,Crude Oil,OCS-Gulf of Mexico,,0,,0,,107992,,,,,,,,,0,0,0,0,0,0,0,0,5.77,0,0,0,0,5.77,0,5.77,0,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,5.77,0,0,0,0,0,0,5.77,5.77,0,INITIAL,6/9/23,6/9/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230289,20217,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,HVL,,TEXAS,,11.71,11.71,,,,,,,,,13556384.000,,0,15.8,0,0,0,0,15.8,0,0,0,0,0,0,0,0,15.8,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,6/9/23,6/12/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230634,20558,999,"PACIFIC COAST ENERGY COMPANY, LP",1555 ORCUTT HILL ROAD,ORCUTT,CA,93455,,Crude Oil,,CALIFORNIA,,1.7,1.7,,0,,,,,43142.000,,,,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,6/15/23,6/15/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230532,20456,1541,"HILCORP NORTH SLOPE, LLC",3800 CENTERPOINT DRIVE  SUITE 1400,ANCHORAGE,AK,99503,,Crude Oil,,ALASKA,,34.59,34.59,,,,,,,658031110.000,,,,0,0,17.24,17.36,0,0,34.6,0,0,0,0,0,0,0,0,0,17.24,17.36,0,0,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.24,0,INITIAL,6/14/23,6/14/23,7000-1.1 (Rev. 01-2020)
4/1/2024,2022,20230513,20435,1845,"BUCKEYE PARTNERS, LP",6161 HAMILTON BOULEVARD,ALLENTOWN,PA,18106,,Crude Oil,"INDIANA, OHIO",TEXAS,,3.107,3.107,,,,,,,247785971.000,,,,0,6.309,0,0,0,0,6.309,0,0,0,0,0,0,0,0,6.309,0,0,0,0,6.309,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.722,0,4.722,0.298,0,0.298,6.188,5.02,1.168,INITIAL,6/14/23,6/14/23,7000-1.1 (Rev. 01-2020)
