"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2015,20164812,31535,3,ACADIAN GAS PIPELINE SYSTEM,1100 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,LOUISIANA,15.195,,,,0,,,,15.195,,,,552107.915,,,,,,,,,,,,,No,0.004,729.084,0,0,0,0,0,0,0,729.088,0,0,0,0,0,0,0,0,0,0,0.004,729.084,0,0,0,0,0,0,0,729.088,0,2.12,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,2.12,0.004,731.204,0,0,0,0,0,0,0,731.208,INITIAL,3/15/16,3/15/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164418,31111,21,"ACACIA NATURAL GAS, L.L.C.","2501 CEDAR SPRINGS RD, SUITE 100",DALLAS,TX,75201,Natural Gas,,TEXAS,0.267,,,,0,,,,0.267,,,,253149,,,,,,,,,,,,,No,0,122.67,0,0,0,0,0,0,0,122.67,0,0,0,0,0,0,0,0,0,0,0,122.67,0,0,0,0,0,0,0,122.67,0,1.55,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,124.22,0,0,0,0,0,0,0,124.22,INITIAL,3/10/16,3/10/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164837,31566,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Hydrogen Gas,"LOUISIANA, TEXAS","CALIFORNIA, KANSAS, OHIO, TEXAS",16.78,,,,0,,,,16.78,,,,,,,262276,,,,,,,,,,No,0,613.54,0,0,0,0,0,0,0,613.54,0,0,0,0,0,0,0,0,0,0,0,613.54,0,0,0,0,0,0,0,613.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.54,0,0,0,0,0,0,0,613.54,INITIAL,3/15/16,3/15/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164839,31568,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Carbon Monoxide (CO),,TEXAS,2.03,,,,0,,,,2.03,,,,,,,,,12906,,,,,,,,No,0,91.8,0,0,0,0,0,0,0,91.8,0,0,0,0,0,0,0,0,0,0,0,91.8,0,0,0,0,0,0,0,91.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8,0,0,0,0,0,0,0,91.8,INITIAL,3/15/16,3/15/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164831,31560,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Fuel Gas,,LOUISIANA,0.82,,,,0,,,,0.82,,,,,,,,,0,,,,,,,,No,0,9.99,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,9.99,INITIAL,3/15/16,3/15/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164840,31569,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Synthetic Gas,,TEXAS,1.86,,,,0,,,,1.86,,,,,,3136,,,,,,,,,,,No,0,22.76,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,22.76,INITIAL,3/15/16,3/15/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164689,31397,180,ALABAMA GAS CORPORATION,2101 6TH AVE N,BIRMINGHAM,AL,35203,Natural Gas,,ALABAMA,25.8,,,,0,,,,25.8,,,,,,,,,,,,,,,,,Yes,0,224.05,0,0,0,0,0,0,0,224.05,0,0,0,0,0,0,0,0,0,0,0,224.05,0,0,0,0,0,0,0,224.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.05,0,0,0,0,0,0,0,224.05,INITIAL,3/14/16,3/14/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164580,31282,189,"AMERICAN MIDSTREAM (ALATENN), LLC","1400 16TH STREET, SUITE 310",DENVER,CO,80202,Natural Gas,"ALABAMA, MISSISSIPPI, TENNESSEE",,21.13,,,,0,,,,21.13,,,,18530.446,,,,,,,,,,,,,No,0,293.26,0,0,0,0,0,0,1.64,294.9,0,0,0,0,0,0,0,0,0,0,0,293.26,0,0,0,0,0,0,1.64,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.26,0,0,0,0,0,0,1.64,294.9,INITIAL,3/12/16,3/12/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164721,31431,207,ALASKA PIPELINE CO,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,AK,99519,Natural Gas,,ALASKA,35.465,,,,0,,,,35.465,,,,,,,,,,,,,,,,,Yes,0,391.206,0,0,0,0,0,0,0,391.206,0,0,0,0,0,0,0,0,0,0,0,391.206,0,0,0,0,0,0,0,391.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.206,0,0,0,0,0,0,0,391.206,INITIAL,3/14/16,3/14/16,7100.2-1 (Rev. 10-2014)
8/1/22,2015,20164585,33284,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",5400 WESTHEIMER COURT,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, RHODE ISLAND",,324.44,,,,2.75,,,,327.19,,,,776582,,,,,,,,,,,,,No,0,1086.58,0,0,0,0,0,0,0,1086.58,0,46.79,0,0,0,0,0,0,0,46.79,0,1133.37,0,0,0,0,0,0,0,1133.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.37,0,0,0,0,0,0,0,1133.37,SUPPLEMENTAL,3/13/16,7/10/17,7100.2-1 (Rev. 10-2014)
