"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/2022,2010,20110334,12436,300,"PLAINS PIPELINE, L.P.",333 CLAY STREET,HOUSTON,TX,77002,,Crude Oil,"ALABAMA, CALIFORNIA, COLORADO, ILLINOIS, KANSAS, LOUISIANA, MISSISSIPPI, MONTANA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TEXAS","ALABAMA, KANSAS, LOUISIANA, MISSISSIPPI, MONTANA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TEXAS, UTAH",46.98,1214.46,1261.44,,119440065,,,,,90572056095,,,,267.41,3130.68,0,0,0,0,3398.09,0,46.98,0,0,0,0,46.98,267.41,3177.66,0,0,0,0,3445.07,0.27,63.4,63.67,0,0,0,0,748.31,748,0.02,28.87,28.89,0,418.29,418.29,182.07,1.33,183.4,83.43,0,83.43,125.27,0,125.27,343.06,0,343.06,0,0,0,0,0,0,1994.32,734.12,1260.20,SUPPLEMENTAL,08/15/11,8/8/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110333,10345,300,"PLAINS PIPELINE, L.P.",333 CLAY STREET,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),"NEW MEXICO, TEXAS",,,62.28,62.28,,,,,,,,,,1842515038,0,256.65,0,0,0,0,256.65,0,0,0,0,0,0,0,0,256.65,0,0,0,0,256.65,0,0,0,0,0,0,0,0,0,0,244.98,244.98,0,4.76,4.76,0,0,0,0,0,0,2.86,0,2.86,4.05,0,4.05,0,0,0,0,0,0,256.65,6.91,249.74,INITIAL,08/15/11,8/15/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110192,10194,395,AMOCO OIL CO,150 W. Warrenville Rd,OAKBROOK TERRACE,IL,60563,,Refined and/or Petroleum Product (non-HVL),"ILLINOIS, INDIANA, IOWA, MICHIGAN, MINNESOTA, MISSOURI",,0,729,729,0,0,0,0,0,0,0,0,0,10622552083,0,1747,0,0,0,0,1747,0,0,0,0,0,0,0,0,1747,0,0,0,0,1747,0,0,0,0,0,0,0,15,15,0,107,107,0,4,4,5,1,6,21,0,21,64,0,64,3,0,3,0,0,0,0,0,0,220,93,127.00,INITIAL,08/13/11,8/13/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110079,10080,401,HESS CORPORATION,1501 MCKINNEY STREET,BLOOMINGTON,TX,77002,,CO2,,"NEW MEXICO, TEXAS",,,0,,,,,,1171622,,,,,0,31.5,0,0,0,0,31.5,0,0,0,0,0,0,0,0,31.5,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,0,16,11.5,0,11.5,0,0,0,0,0,0,31.5,31.5,0.00,INITIAL,08/10/11,8/10/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110373,10391,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","1515 Arapahoe St, Tower 2, Suite 700",Denver,CO,80202,,HVL,,TEXAS,,49,49,,,,,,,,,286744733,,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,49,49,0.00,INITIAL,08/16/11,8/16/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110110,10111,473,ANADARKO PETROLEUM CORP,1201 Lake Robbin Dr.,Woodlands,TX,77380,,CO2,,WYOMING,,,0,,,,,,2254621218,0,0,0,0,0,155,0,0,0,0,155,0,0,0,0,0,0,0,0,155,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,155,0,0,0,0,0,0,155,155,0.00,INITIAL,08/11/11,8/11/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110135,10136,473,ANADARKO PETROLEUM CORP,1201 Lake Robbin Dr.,Woodlands,TX,77380,,Crude Oil,,WYOMING,,12,12,,,,,,,50911479,,,,0,59,0,0,0,0,59,0,0,0,0,0,0,0,0,59,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59.00,INITIAL,08/12/11,8/12/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110109,10142,473,ANADARKO PETROLEUM CORP,1201 Lake Robbin Dr.,Woodlands,TX,77380,,HVL,,"COLORADO, UTAH, WYOMING",,,0,,,,,,0,0,0,6877712,0,0,65.8,0,0,0,0,65.8,0,0,0,0,0,0,0,0,65.8,0,0,0,0,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,47,0,47,16.8,0,16.8,0,0,0,0,0,0,65.8,65.8,0.00,SUPPLEMENTAL,08/11/11,8/12/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110445,10480,515,DAKOTA GASIFICATION COMPANY,1717 East Interstate Avenue,BEULAH,ND,58503-0564,,CO2,NORTH DAKOTA,,,15.15,15.15,,,,,,7870732750,0,0,0,0,0,167,0,0,0,0,167,0,0,0,0,0,0,0,0,167,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,2,0,2,0,0,0,0,0,0,167,167,0.00,INITIAL,08/12/11,8/12/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20120044,12232,879,CHEMOIL TERMINALS CORP.,2365 E. SEPULVEDA BLVD.,LONG BEACH,CA,908101944,,Refined and/or Petroleum Product (non-HVL),,CALIFORNIA,,9.78,9.78,,,,,,0,0,0,0,46951885,0,36.747,0,0,0,0,36.747,0,0,0,0,0,0,0,0,36.747,0,0,0,0,36.747,0,7.54,7.54,0,0,0,0,0,0,0,0,0,7.2,0,7.2,18.82,0,18.82,0,0,0,0.1,0,0.1,2.71,0,2.71,0,0,0,0,0,0,36.37,28.83,7.54,SUPPLEMENTAL,05/08/12,6/14/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110050,11207,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",WILLIAMS ENERGY SERVICES,TULSA,OK,74101,,Crude Oil,"ALABAMA, LOUISIANA",,,,0,,43791473.26,,,,,,,,,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,8,8,0.00,SUPPLEMENTAL,08/04/11,6/11/12,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110293,11814,999,BREITBURN ENERGY CORP,515 South Flower Street,Houston,CA,90071,,Crude Oil,,CALIFORNIA,,,0,,,,,,,145914,,,,0,3.54,0,0,0,0,3.54,0,0,0,0,0,0,0,0,3.54,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,SUPPLEMENTAL,08/15/11,5/28/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110152,10154,1047,HESS CORPORATION,1 HESS PLAZA,WOODBRIDGE,NJ,07095,,Refined and/or Petroleum Product (non-HVL),NEW JERSEY,,,23.49,23.49,,,,,,0,0,0,0,0,0,23.49,0,0,0,0,23.49,0,0,0,0,0,0,0,0,23.49,0,0,0,0,23.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49,0,23.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.49,23.49,0.00,INITIAL,08/12/11,8/12/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110105,10106,1248,BELLE FOURCHE PIPELINE CO,PO Drawer 2360,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,129,129,,,,,,0,296879246,0,0,0,0,486,0,0,0,0,486,0,0,0,0,0,0,0,0,486,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,158,0,158,61,0,61,49,0,49,31,0,31,0,0,0,0,0,0,486,299,187.00,INITIAL,08/11/11,8/11/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110113,11807,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,,0,,,,,,0,0,0,0,135896376,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,75,26,49.00,SUPPLEMENTAL,08/11/11,5/28/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110002,10002,1541,"BP PIPELINES (ALASKA), INC",900 E Benson Blvd,ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,10.718,91.506,102.224,0,58451717,0,0,0,0,398927277,0,0,0,0,0.975,0,90.531,0,0,91.506,0,10.718,0,0,0,0,10.718,0,11.693,0,90.531,0,0,102.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.285,0,43.285,25.041,0,25.041,11.13,0,11.13,0,0,0,0,0,0,79.456,79.456,0.00,INITIAL,07/26/11,7/26/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110001,10001,1541,"BP PIPELINES (ALASKA), INC",900 E Benson Blvd,ANCHORAGE,AK,99519,,HVL,,ALASKA,,10.531,10.531,,,,,,0,0,0,173849907,0,0,0,0,10.531,0,0,10.531,0,0,0,0,0,0,0,0,0,0,10.531,0,0,10.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.152,0,4.152,6.277,0,6.277,0,0,0,0.102,0,0.102,0,0,0,0,0,0,10.531,10.531,0.00,INITIAL,07/26/11,7/26/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110101,10102,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BLVD.",BREINIGSVILLE,PA,18031,,HVL,"ILLINOIS, INDIANA",TEXAS,,47.691,47.691,,,,,,0,0,0,95408368,0,0,47.74,0,0,0,0,47.74,0,0,0,0,0,0,0,0,47.74,0,0,0,0,47.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0.616,22.841,0,22.841,6.556,0,6.556,17.727,0,17.727,0,0,0,0,0,0,0,0,0,47.74,47.124,0.62,INITIAL,08/11/11,8/11/11,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110100,13216,1845,"BUCKEYE PARTNERS, LP","FIVE TEK PARK, 9999 HAMILTON BLVD.",BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, FLORIDA, ILLINOIS, INDIANA, MASSACHUSETTS, MICHIGAN, MISSOURI, NEVADA, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA, TENNESSEE",CALIFORNIA,,3754.101,3754.101,,,,,,,,,1223238696,58917531521,309.942,5274.663,0,0,0,0,5584.605,0,0,0,0,0,0,0,309.942,5274.663,0,0,0,0,5584.605,0,283.726,283.726,0,0,0,0,727.633,728,0,1703.229,1703.229,0,1926.951,1926.951,416.564,0,416.564,52.239,0,52.239,56.373,0,56.373,130.461,0,130.461,0.002,0,0.002,0,0,0,5297.178,655.639,4641.54,SUPPLEMENTAL,08/11/11,11/26/14,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110163,11809,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,25,25,,,,,,0,11888610848,0,0,0,0,337,0,0,0,0,337,0,0,0,0,0,0,0,0,337,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,151.00,SUPPLEMENTAL,08/12/11,5/28/13,7000-1.1 (Rev. 06-2011)
8/1/2022,2010,20110115,10116,2162,DOW PIPELINE CO - CAYUSE,7802 SH 185 North,HOUSTON,TX,77983,,HVL,"LOUISIANA, TEXAS",,,71,71,,,,,,,,,13853717,,0,248,0,0,0,0,248,0,0,0,0,0,0,0,0,248,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,0.00,INITIAL,08/11/11,8/11/11,7000-1.1 (Rev. 06-2011)
