"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
8/1/22,2014,20152925,29379,3,ACADIAN GAS PIPELINE SYSTEM,1100 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,LOUISIANA,15.125,,,,0,,,,15.125,,,,560820.799,,,,,,,,,,,,,No,0.004,723.703,0,0,0,0,0,0,0,723.707,0,0,0,0,0,0,0,0,0,0,0.004,723.703,0,0,0,0,0,0,0,723.707,0,0.359,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0.359,0.004,724.062,0,0,0,0,0,0,0,724.066,INITIAL,3/6/15,3/6/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153084,29548,21,"ACACIA NATURAL GAS, L.L.C.","2501 CEDAR SPRINGS RD, SUITE 100",DALLAS,TX,75201,Natural Gas,,TEXAS,0.267,,,,0,,,,0.267,,,,264422,,,,,,,,,,,,,No,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,0,0,0,0,122.68,SUPPLEMENTAL,3/10/15,3/10/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152831,29714,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Hydrogen Gas,"LOUISIANA, TEXAS","CALIFORNIA, KANSAS, OHIO, TEXAS",16.61,,,,0,,,,16.61,,,,,,,267156,,,,,,,,,,No,0,613.53,0,0,0,0,0,0,0,613.53,0,0,0,0,0,0,0,0,0,0,0,613.53,0,0,0,0,0,0,0,613.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.53,0,0,0,0,0,0,0,613.53,SUPPLEMENTAL,3/2/15,3/12/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152830,29281,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Carbon Monoxide (CO),,TEXAS,1.95,,,,0,,,,1.95,,,,,,,,,12895,,,,,,,,No,0,91.77,0,0,0,0,0,0,0,91.77,0,0,0,0,0,0,0,0,0,0,0,91.77,0,0,0,0,0,0,0,91.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.77,0,0,0,0,0,0,0,91.77,INITIAL,3/2/15,3/2/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152816,29266,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Other Gas-Fuel Gas,,LOUISIANA,0.29,,,,0,,,,0.29,,,,,,,,,0,,,,,,,,No,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,9.92,INITIAL,3/1/15,3/1/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20152815,29265,117,AIR PRODUCTS & CHEMICALS INC,7201 HAMILTON BLVD.,ALLENTOWN,PA,18195-1501,Synthetic Gas,,TEXAS,1.88,,,,0,,,,1.88,,,,,,2733,,,,,,,,,,,No,0,22.76,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76,0,0,0,0,0,0,0,22.76,INITIAL,3/1/15,3/1/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153587,30085,180,ALABAMA GAS CORPORATION,2101 6TH AVE N,BIRMINGHAM,AL,35203,Natural Gas,,ALABAMA,25.52,,,,0,,,,25.52,,,,,,,,,,,,,,,,,Yes,0,224.04,0,0,0,0,0,0,0,224.04,0,0,0,0,0,0,0,0,0,0,0,224.04,0,0,0,0,0,0,0,224.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.04,0,0,0,0,0,0,0,224.04,INITIAL,3/15/15,3/15/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153480,29977,189,"AMERICAN MIDSTREAM (ALATENN), LLC","1400 16TH STREET, SUITE 310",DENVER,CO,80202,Natural Gas,"ALABAMA, MISSISSIPPI, TENNESSEE",,21.13,,,,0,,,,21.13,,,,18530.446,,,,,,,,,,,,,No,0,293.26,0,0,0,0,0,0,1.64,294.9,0,0,0,0,0,0,0,0,0,0,0,293.26,0,0,0,0,0,0,1.64,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.26,0,0,0,0,0,0,1.64,294.9,INITIAL,3/13/15,3/13/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153408,30349,207,ALASKA PIPELINE CO,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,AK,99519,Natural Gas,,ALASKA,35.465,,,,0,,,,35.465,,,,,,,,,,,,,,,,,Yes,0,386.446,0,0,0,0,0,0,0,386.446,0,0,0,0,0,0,0,0,0,0,0,386.446,0,0,0,0,0,0,0,386.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.446,0,0,0,0,0,0,0,386.446,SUPPLEMENTAL,3/13/15,11/16/15,7100.2-1 (Rev. 10-2014)
8/1/22,2014,20153368,33282,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",5400 WESTHEIMER COURT,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, RHODE ISLAND",,322.55,,,,2.75,,,,325.3,,,,718789,,,,,,,,,,,,,No,0,1081.91,0,0,0,0,0,0,0,1081.91,0,47.08,0,0,0,0,0,0,0,47.08,0,1128.99,0,0,0,0,0,0,0,1128.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.99,0,0,0,0,0,0,0,1128.99,SUPPLEMENTAL,3/13/15,7/10/17,7100.2-1 (Rev. 10-2014)
